journal_name,journal_name_norm,issn,eissn,jcr_year,jif,categories,source_files,% of Articles in Citable items,% of Citable OA,2024 JCI,2024 JIF,5 Year JIF,5 Year JIF Quartile,AIS Quartile,AIS Rank,Article Influence Score,Citable Items,Cited Half-Life,Citing Half-Life,Edition,Eigenfactor,Immediacy Index,JCI Percentile,JCI Quartile,JCI Rank,JCR Abbreviation,JIF Percentile,JIF Quartile,JIF Rank,JIF Without Self Cites,Normalized Eigenfactor,Publisher,Total Articles,Total Citations
INORGANICA CHIMICA ACTA,INORGANICA CHIMICA ACTA,0020-1693,1873-3255,2024,3.2,"CHEMISTRY, INORGANIC & NUCLEAR","CHEMISTRY, INORGANIC & NUCLEAR_JCR_JournalResults_02_2026.csv",94.86%,5.9%,0.92,3.2,2.5,Q2,Q3,23/44,0.295,467,7,8,SCIE,0.006,1,78.41,Q1,10/44,INORG CHIM ACTA,70.9,Q2,13/43,3,1.413,ELSEVIER SCIENCE SA,443,"16,457"
International Journal of Information Security,INTERNATIONAL JOURNAL OF INFORMATION SECURITY,1615-5262,1615-5270,2024,3.2,"COMPUTER SCIENCE, INFORMATION SYSTEMS | COMPUTER SCIENCE, SOFTWARE ENGINEERING | COMPUTER SCIENCE, THEORY & METHODS","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, SOFTWARE ENGINEERING_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, THEORY & METHODS_JCR_JournalResults_02_2026.csv",99.1%,35.28%,0.73,3.2,3.1,Q2,Q3,136/249 | 75/146 | 77/129,0.484,111,3.7,5.5,SCIE,0.001,1.1,56.78 | 58.53 | 64.97,Q2,112/258 | 52/147 | 54/129,INT J INF SECUR,57.9 | 70.2 | 71.8,Q2,109/258 | 39/129 | 42/147,3,0.328,SPRINGER,110,"1,787"
INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL,1049-8923,1099-1239,2024,3.2,"AUTOMATION & CONTROL SYSTEMS | ENGINEERING, ELECTRICAL & ELECTRONIC","AUTOMATION & CONTROL SYSTEMS_JCR_JournalResults_02_2026.csv;ENGINEERING, ELECTRICAL & ELECTRONIC_JCR_JournalResults_02_2026.csv",100%,4.31%,1.06,3.2,3.4,Q2,Q2,117/359 | 33/87,0.885,608,4.4,5,SCIE,0.019,0.6,78.40 | 81.46,Q1,17/89 | 80/368,INT J ROBUST NONLIN,61.3 | 64.6,Q2,143/368 | 32/89,2.5,4.145,WILEY,608,"13,839"
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY,0267-9477,1364-5544,2024,3.2,"CHEMISTRY, ANALYTICAL | SPECTROSCOPY","CHEMISTRY, ANALYTICAL_JCR_JournalResults_02_2026.csv;SPECTROSCOPY_JCR_JournalResults_02_2026.csv",94.42%,19.33%,0.99,3.2,3.1,Q1 | Q2,Q2,12/44 | 42/111,0.556,269,8.6,6.8,SCIE,0.006,0.8,77.93 | 85.23,Q1,25/111 | 7/44,J ANAL ATOM SPECTROM,61.7 | 80.7,Q1 | Q2,43/111 | 9/44,2.1,1.262,ROYAL SOC CHEMISTRY,254,"11,648"
Journal of Chromatography Open,JOURNAL OF CHROMATOGRAPHY OPEN,,2772-3917,2024,3.2,"CHEMISTRY, ANALYTICAL","CHEMISTRY, ANALYTICAL_JCR_JournalResults_02_2026.csv",94.25%,99.39%,0.66,3.2,2.9,Q2,Q3,57/111,0.424,87,2.1,7.1,ESCI,0,0.7,57.21,Q2,48/111,J CHROMATOGR OPEN,61.7,Q2,43/111,2.7,0.074,ELSEVIER,82,355
JOURNAL OF COMMUNICATIONS AND NETWORKS,JOURNAL OF COMMUNICATIONS AND NETWORKS,1229-2370,1976-5541,2024,3.2,"COMPUTER SCIENCE, INFORMATION SYSTEMS","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv",100%,98.75%,0.72,3.2,3.3,Q2,Q2,70/249,0.829,47,4.8,5.6,SCIE,0.002,0.3,56.01,Q2,114/258,J COMMUN NETW-S KOR,57.9,Q2,109/258,3.1,0.355,KOREAN INST COMMUNICATIONS SCIENCES (K I C S),47,"1,299"
JOURNAL OF INORGANIC BIOCHEMISTRY,JOURNAL OF INORGANIC BIOCHEMISTRY,0162-0134,1873-3344,2024,3.2,"CHEMISTRY, INORGANIC & NUCLEAR","CHEMISTRY, INORGANIC & NUCLEAR_JCR_JournalResults_02_2026.csv",97.42%,16.86%,0.89,3.2,3.6,Q1,Q1,7/44,0.552,233,8.5,9.5,SCIE,0.006,0.7,76.14,Q1,11/44,J INORG BIOCHEM,70.9,Q2,13/43,2.9,1.251,ELSEVIER SCIENCE INC,227,"12,063"
Journal of Mechanisms and Robotics-Transactions of the ASME,JOURNAL OF MECHANISMS AND ROBOTICS-TRANSACTIONS OF THE ASME,1942-4302,1942-4310,2024,3.2,ROBOTICS,ROBOTICS_JCR_JournalResults_02_2026.csv,100%,2.21%,0.71,3.2,2.9,Q3,Q3,28/47,0.636,190,5.6,8.4,SCIE,0.003,1.5,53.13,Q2,23/48,J MECH ROBOT,55.2,Q2,22/48,2.6,0.661,ASME,190,"3,663"
JOURNAL OF MICROENCAPSULATION,JOURNAL OF MICROENCAPSULATION,0265-2048,1464-5246,2024,3.2,"CHEMISTRY, APPLIED | ENGINEERING, CHEMICAL","CHEMISTRY, APPLIED_JCR_JournalResults_02_2026.csv;ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv",75.47%,0.68%,0.64,3.2,3.6,Q2,Q2 | Q3,28/76 | 89/174,0.442,53,9.6,5.9,SCIE,0.001,0.7,62.99 | 63.92,Q2,29/77 | 64/176,J MICROENCAPSUL,54.3 | 63.8,Q2,28/76 | 81/176,2.9,0.198,TAYLOR & FRANCIS LTD,40,"3,262"
Journal of Nuclear Materials,JOURNAL OF NUCLEAR MATERIALS,0022-3115,1873-4820,2024,3.2,"MATERIALS SCIENCE, MULTIDISCIPLINARY | NUCLEAR SCIENCE & TECHNOLOGY","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NUCLEAR SCIENCE & TECHNOLOGY_JCR_JournalResults_02_2026.csv",99.47%,12.75%,0.98,3.2,3.4,Q1 | Q3,Q1 | Q2,205/455 | 5/39,0.624,564,11,10.4,SCIE,0.015,0.6,74.84 | 84.15,Q1 | Q2,117/463 | 7/41,J NUCL MATER,48.7 | 91.5,Q1 | Q3,237/461 | 4/41,2.5,3.298,ELSEVIER,561,"40,053"
Journal of Petroleum Exploration and Production Technology,JOURNAL OF PETROLEUM EXPLORATION AND PRODUCTION TECHNOLOGY,2190-0558,2190-0566,2024,3.2,"ENERGY & FUELS | ENGINEERING, PETROLEUM","ENERGY & FUELS_JCR_JournalResults_02_2026.csv;ENGINEERING, PETROLEUM_JCR_JournalResults_02_2026.csv",93.53%,99.77%,0.56,3.2,2.8,Q2 | Q3,Q2 | Q3,122/173 | 6/22,0.453,139,4.2,8.4,SCIE,0.004,0.7,42.58 | 68.75,Q2 | Q3,105/182 | 8/24,J PET EXPLOR PROD TE,38.7 | 72.9,Q2 | Q3,112/182 | 7/24,3,0.986,SPRINGER HEIDELBERG,130,"4,475"
JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,0047-2689,1529-7845,2024,3.2,"CHEMISTRY, MULTIDISCIPLINARY | CHEMISTRY, PHYSICAL | PHYSICS, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",90.91%,18.6%,0.68,3.2,4.1,Q1 | Q2,Q1 | Q2,24/111 | 54/185 | 57/238,1.108,11,30.1,22,SCIE,0.001,0.4,62.43 | 63.69 | 68.86,Q2,36/114 | 70/185 | 88/241,J PHYS CHEM REF DATA,48.9 | 57.1 | 73.2,Q2 | Q3,103/239 | 31/114 | 95/185,3,0.147,AIP Publishing,10,"7,627"
Journal of Physical Chemistry C,JOURNAL OF PHYSICAL CHEMISTRY C,1932-7447,1932-7455,2024,3.2,"CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv",97.39%,16.58%,0.51,3.2,3.5,Q2 | Q3,Q2,186/455 | 66/147 | 79/185,0.69,"2,184",8.3,8.1,SCIE,0.077,0.8,43.20 | 44.60 | 45.68,Q3,101/185 | 257/463 | 84/147,J PHYS CHEM C,40.5 | 48.7 | 48.9,Q3,237/461 | 88/147 | 95/185,3,17.14,AMER CHEMICAL SOC,"2,127","149,740"
JOURNAL OF PHYSICS D-APPLIED PHYSICS,JOURNAL OF PHYSICS D-APPLIED PHYSICS,0022-3727,1361-6463,2024,3.2,"PHYSICS, APPLIED","PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv",94.43%,38.77%,0.61,3.2,3.1,Q2,Q2,69/187,0.604,970,8.8,7.3,SCIE,0.025,0.9,60.16,Q2,75/187,J PHYS D APPL PHYS,62.3,Q2,71/187,3,5.547,IOP Publishing Ltd,916,"48,732"
JOURNAL OF POROUS MATERIALS,JOURNAL OF POROUS MATERIALS,1380-2224,1573-4854,2024,3.2,"CHEMISTRY, APPLIED | CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY","CHEMISTRY, APPLIED_JCR_JournalResults_02_2026.csv;CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",96.79%,3.66%,0.44,3.2,2.8,Q2 | Q3,Q2 | Q3,136/185 | 305/455 | 36/76,0.377,187,5.4,5.6,SCIE,0.003,0.7,36.49 | 38.12 | 52.60,Q2 | Q3,118/185 | 287/463 | 37/77,J POROUS MAT,48.7 | 48.9 | 63.8,Q2 | Q3,237/461 | 28/76 | 95/185,3,0.615,SPRINGER,181,"5,041"
JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,JOURNAL OF SOL-GEL SCIENCE AND TECHNOLOGY,0928-0707,1573-4846,2024,3.2,"MATERIALS SCIENCE, CERAMICS","MATERIALS SCIENCE, CERAMICS_JCR_JournalResults_02_2026.csv",100%,9.53%,0.6,3.2,2.8,Q1,Q2,11/32,0.371,352,6.7,5.7,SCIE,0.004,0.9,77.94,Q1,8/34,J SOL-GEL SCI TECHN,80.9,Q1,7/34,3,0.932,SPRINGER,352,"9,681"
Journal of Sustainable Metallurgy,JOURNAL OF SUSTAINABLE METALLURGY,2199-3823,2199-3831,2024,3.2,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY | METALLURGY & METALLURGICAL ENGINEERING,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY_JCR_JournalResults_02_2026.csv;METALLURGY & METALLURGICAL ENGINEERING_JCR_JournalResults_02_2026.csv,94.17%,19.45%,0.52,3.2,3.3,Q2 | Q3,Q2 | Q4,27/94 | 76/99,0.516,206,3.7,6.7,SCIE,0.002,0.5,34.47 | 67.53,Q2 | Q3,32/97 | 68/103,J SUSTAIN METALL,34.5 | 74.7,Q2 | Q3,25/97 | 68/103,2.9,0.516,SPRINGER,194,"2,753"
Journal of the European Optical Society-Rapid Publications,JOURNAL OF THE EUROPEAN OPTICAL SOCIETY-RAPID PUBLICATIONS,1990-2573,1990-2573,2024,3.2,OPTICS,OPTICS_JCR_JournalResults_02_2026.csv,93.02%,88.35%,0.71,3.2,2.7,Q2,Q3,69/125,0.391,43,6.9,7.7,SCIE,0,0.9,59.60,Q2,51/125,J EUR OPT SOC-RAPID,66.0,Q2,43/125,3.2,0.092,EDP SCIENCES S A,40,857
KONA Powder and Particle Journal,KONA POWDER AND PARTICLE JOURNAL,0288-4534,2187-5537,2024,3.2,"ENGINEERING, CHEMICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY","ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",63.16%,100%,0.3,3.2,3.5,Q2,Q2,222/455 | 68/174,0.586,19,7.5,9,SCIE,0,0.5,23.22 | 36.08,Q3 | Q4,113/176 | 356/463,KONA POWDER PART J,48.7 | 54.3,Q2 | Q3,237/461 | 81/176,3.2,0.111,HOSOKAWA POWDER TECHNOL FOUNDATION,12,978
KOREAN JOURNAL OF CHEMICAL ENGINEERING,KOREAN JOURNAL OF CHEMICAL ENGINEERING,0256-1115,1975-7220,2024,3.2,"CHEMISTRY, MULTIDISCIPLINARY | ENGINEERING, CHEMICAL","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv",76.26%,1.51%,0.49,3.2,2.8,Q2 | Q3,Q3,100/174 | 124/238,0.381,358,6.8,5.9,SCIE,0.004,0.9,50.85 | 51.66,Q2,117/241 | 87/176,KOREAN J CHEM ENG,54.3 | 57.1,Q2,103/239 | 81/176,2.9,0.924,KOREAN INSTITUTE CHEMICAL ENGINEERS,273,"9,220"
Materials,MATERIALS,,1996-1944,2024,3.2,"CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY | METALLURGY & METALLURGICAL ENGINEERING | PHYSICS, APPLIED | PHYSICS, CONDENSED MATTER","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;METALLURGY & METALLURGICAL ENGINEERING_JCR_JournalResults_02_2026.csv;PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv;PHYSICS, CONDENSED MATTER_JCR_JournalResults_02_2026.csv",92.34%,100%,0.55,3.2,3.5,Q2,Q2 | Q3,101/185 | 253/455 | 26/94 | 33/79 | 79/187,0.524,"6,257",3.6,6.6,SCIE,0.142,0.8,49.35 | 49.46 | 55.35 | 61.88 | 72.68,Q2 | Q3,235/463 | 27/97 | 31/80 | 84/187 | 94/185,MATERIALS,48.7 | 48.9 | 59.4 | 62.3 | 74.7,Q2 | Q3,237/461 | 25/97 | 33/80 | 71/187 | 95/185,2.9,31.769,MDPI,"5,778","150,810"
Molecular Systems Design & Engineering,MOLECULAR SYSTEMS DESIGN AND ENGINEERING,2058-9689,2058-9689,2024,3.2,"CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv",88.64%,19.65%,0.42,3.2,3.3,Q3,Q2,191/455 | 69/147 | 81/185,0.672,88,4,6.7,SCIE,0.003,0.7,32.70 | 34.35 | 36.61,Q3,125/185 | 294/463 | 97/147,MOL SYST DES ENG,40.5 | 48.7 | 48.9,Q3,237/461 | 88/147 | 95/185,3.1,0.685,ROYAL SOC CHEMISTRY,78,"2,384"
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,PHOTOCHEMICAL AND PHOTOBIOLOGICAL SCIENCES,1474-905X,1474-9092,2024,3.2,"CHEMISTRY, PHYSICAL","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv",92.9%,37.18%,0.65,3.2,3.1,Q3,Q3,95/185,0.578,155,8.4,7.7,SCIE,0.004,0.7,60.27,Q2,74/185,PHOTOCH PHOTOBIO SCI,48.9,Q3,95/185,3.1,0.939,SPRINGERNATURE,144,"8,115"
POLYMER ENGINEERING AND SCIENCE,POLYMER ENGINEERING AND SCIENCE,0032-3888,1548-2634,2024,3.2,"ENGINEERING, CHEMICAL | POLYMER SCIENCE","ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv;POLYMER SCIENCE_JCR_JournalResults_02_2026.csv",96.59%,10.23%,0.57,3.2,3,Q2 | Q3,Q3,48/93 | 99/174,0.392,440,10.4,6.4,SCIE,0.005,0.8,55.85 | 57.10,Q2,42/94 | 76/176,POLYM ENG SCI,54.3 | 54.8,Q2,43/94 | 81/176,2.8,1.156,WILEY,425,"14,220"
Progress in Nuclear Energy,PROGRESS IN NUCLEAR ENERGY,0149-1970,1878-4224,2024,3.2,NUCLEAR SCIENCE & TECHNOLOGY,NUCLEAR SCIENCE & TECHNOLOGY_JCR_JournalResults_02_2026.csv,93.35%,8.99%,1.38,3.2,3.1,Q1,Q1,7/39,0.55,451,4.9,8.5,SCIE,0.007,0.7,96.34,Q1,2/41,PROG NUCL ENERG,91.5,Q1,4/41,2.9,1.63,PERGAMON-ELSEVIER SCIENCE LTD,421,"9,952"
Resources-Basel,RESOURCES-BASEL,,2079-9276,2024,3.2,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY_JCR_JournalResults_02_2026.csv,87.36%,100%,0.61,3.2,3.5,Q3,Q3,68/99,0.6,174,4.8,6.1,ESCI,0.003,0.9,37.38,Q3,65/103,RESOURCES-BASEL,34.5,Q3,68/103,3.1,0.743,MDPI,152,"3,759"
Software and Systems Modeling,SOFTWARE AND SYSTEMS MODELING,1619-1366,1619-1374,2024,3.2,"COMPUTER SCIENCE, SOFTWARE ENGINEERING","COMPUTER SCIENCE, SOFTWARE ENGINEERING_JCR_JournalResults_02_2026.csv",100%,55.42%,0.8,3.2,2.7,Q2,Q3,90/129,0.366,88,4.5,8.6,SCIE,0.001,0.7,62.40,Q2,49/129,SOFTW SYST MODEL,70.2,Q2,39/129,2.8,0.299,SPRINGER HEIDELBERG,88,"1,858"
ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY & CHEMICAL PHYSICS,ZEITSCHRIFT FUR PHYSIKALISCHE CHEMIE-INTERNATIONAL JOURNAL OF RESEARCH IN PHYSICAL CHEMISTRY AND CHEMICAL PHYSICS,0942-9352,2196-7156,2024,3.2,"CHEMISTRY, PHYSICAL","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv",95.86%,0.95%,0.4,3.2,2.6,Q3,Q4,153/185,0.297,145,7.9,6.5,SCIE,0.001,1.5,28.92,Q3,132/185,Z PHYS CHEM,48.9,Q3,95/185,2.6,0.258,WALTER DE GRUYTER GMBH,139,"3,415"
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,0929-5607,1572-8757,2024,3.1,"CHEMISTRY, PHYSICAL | ENGINEERING, CHEMICAL","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv",92.44%,26.13%,0.41,3.1,3.4,Q2,Q2 | Q3,101/185 | 80/174,0.524,119,8.5,6.3,SCIE,0.002,0.8,31.08 | 46.31,Q3,128/185 | 95/176,ADSORPTION,44.1 | 51.4,Q2 | Q3,104/185 | 86/176,2.9,0.381,SPRINGER,110,"3,857"
Artificial Intelligence and Law,ARTIFICIAL INTELLIGENCE AND LAW,0924-8463,1572-8382,2024,3.1,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS_JCR_JournalResults_02_2026.csv",97.56%,47.41%,1.69,3.1,3.6,Q2,Q2,73/172 | 82/202,0.761,41,4.6,4.9,SCIE,0.001,0.7,87.50 | 89.55,Q1,19/177 | 26/204,ARTIF INTELL LAW,53.7 | 55.1,Q2,80/177 | 95/204,2.6,0.196,SPRINGER,40,895
Aslib Journal of Information Management,ASLIB JOURNAL OF INFORMATION MANAGEMENT,2050-3806,1758-3748,2024,3.1,"COMPUTER SCIENCE, INFORMATION SYSTEMS | INFORMATION SCIENCE & LIBRARY SCIENCE","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv;INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv",100%,3.2%,0.85,3.1,3,Q2,Q2 | Q3,140/249 | 59/159,0.462,63,4,6,SCIE | SSCI,0.001,0.4,64.15 | 75.60,Q1 | Q2,41/166 | 93/258,ASLIB J INFORM MANAG,57.2 | 78.0,Q1 | Q2,111/258 | 37/166,2.5,0.266,EMERALD GROUP PUBLISHING LTD,63,"1,458"
Automated Software Engineering,AUTOMATED SOFTWARE ENGINEERING,0928-8910,1573-7535,2024,3.1,"COMPUTER SCIENCE, SOFTWARE ENGINEERING","COMPUTER SCIENCE, SOFTWARE ENGINEERING_JCR_JournalResults_02_2026.csv",100%,20.37%,0.82,3.1,2.7,Q2,Q3,73/129,0.505,70,3.9,6.3,SCIE,0.001,1.2,65.50,Q2,45/129,AUTOMAT SOFTW ENG,67.8,Q2,42/129,2.9,0.128,SPRINGER,70,793
BEHAVIOUR & INFORMATION TECHNOLOGY,BEHAVIOUR AND INFORMATION TECHNOLOGY,0144-929X,1362-3001,2024,3.1,"COMPUTER SCIENCE, CYBERNETICS","COMPUTER SCIENCE, CYBERNETICS_JCR_JournalResults_02_2026.csv",99.5%,17.3%,0.67,3.1,4.1,Q2,Q2,11/32,0.761,202,5.1,7.2,SCIE,0.005,0.6,73.44,Q2,9/32,BEHAV INFORM TECHNOL,67.2,Q2,11/32,2.9,1.205,TAYLOR & FRANCIS LTD,201,"6,732"
CHEMICAL PHYSICS LETTERS,CHEMICAL PHYSICS LETTERS,0009-2614,1873-4448,2024,3.1,"CHEMISTRY, PHYSICAL | PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;PHYSICS, ATOMIC, MOLECULAR & CHEMICAL_JCR_JournalResults_02_2026.csv",99.81%,4.22%,0.64,3.1,2.6,Q2 | Q3,Q3,133/185 | 24/40,0.383,537,19.3,6.9,SCIE,0.012,0.6,58.65 | 68.75,Q2,13/40 | 77/185,CHEM PHYS LETT,44.1 | 75.6,Q2 | Q3,10/39 | 104/185,3,2.662,ELSEVIER,536,"46,366"
ChemistryOpen,CHEMISTRYOPEN,2191-1363,2191-1363,2024,3.1,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",91.67%,95.26%,0.42,3.1,2.8,Q2,Q2,111/238,0.484,168,4.7,7.5,SCIE,0.003,0.6,47.10,Q3,128/241,CHEMISTRYOPEN,56.3,Q2,105/239,3,0.569,WILEY-V C H VERLAG GMBH,154,"2,798"
ChemSystemsChem,CHEMSYSTEMSCHEM,,2570-4206,2024,3.1,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",66.67%,56.32%,0.41,3.1,3,Q2,Q2,67/238,0.944,39,3.4,6.4,ESCI,0.001,0.5,46.68,Q3,129/241,CHEMSYSTEMSCHEM,56.3,Q2,105/239,2.6,0.239,WILEY,26,457
Chinese Physics C,CHINESE PHYSICS C,1674-1137,2058-6132,2024,3.1,"PHYSICS, NUCLEAR | PHYSICS, PARTICLES & FIELDS","PHYSICS, NUCLEAR_JCR_JournalResults_02_2026.csv;PHYSICS, PARTICLES & FIELDS_JCR_JournalResults_02_2026.csv",100%,63.03%,1.22,3.1,3.1,Q2,Q2,15/31 | 7/22,0.805,280,3.9,9.8,SCIE,0.008,1,79.55 | 82.26,Q1,5/22 | 6/31,CHINESE PHYS C,62.9 | 65.9,Q2,12/31 | 8/22,2.9,1.746,IOP Publishing Ltd,280,"6,014"
Communications in Computational Physics,COMMUNICATIONS IN COMPUTATIONAL PHYSICS,1815-2406,1991-7120,2024,3.1,"PHYSICS, MATHEMATICAL","PHYSICS, MATHEMATICAL_JCR_JournalResults_02_2026.csv",98.75%,5.08%,0.79,3.1,3.4,Q1,Q1,7/61,1.199,80,6.7,10.9,SCIE,0.005,0.8,71.31,Q2,18/61,COMMUN COMPUT PHYS,91.0,Q1,6/61,2.8,1.208,GLOBAL SCIENCE PRESS,79,"4,325"
COMPUTATIONAL BIOLOGY AND CHEMISTRY,COMPUTATIONAL BIOLOGY AND CHEMISTRY,1476-9271,1476-928X,2024,3.1,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS_JCR_JournalResults_02_2026.csv",99.22%,6.06%,0.74,3.1,2.7,Q3,Q3,112/172,0.492,257,4.9,6.5,SCIE,0.003,0.5,56.21,Q2,78/177,COMPUT BIOL CHEM,55.1,Q2,80/177,2.9,0.72,ELSEVIER SCI LTD,255,"3,663"
COMPUTER STANDARDS & INTERFACES,COMPUTER STANDARDS AND INTERFACES,0920-5489,1872-7018,2024,3.1,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE | COMPUTER SCIENCE, SOFTWARE ENGINEERING","COMPUTER SCIENCE, HARDWARE & ARCHITECTURE_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, SOFTWARE ENGINEERING_JCR_JournalResults_02_2026.csv",97.96%,17.09%,1.02,3.1,3.5,Q2,Q2,27/60 | 61/129,0.594,98,4.8,5.6,SCIE,0.002,0.6,75.83 | 79.46,Q1,15/60 | 27/129,COMPUT STAND INTER,65.8 | 67.8,Q2,21/60 | 42/129,2.8,0.348,ELSEVIER,96,"1,966"
COMPUTER-AIDED DESIGN,COMPUTER-AIDED DESIGN,0010-4485,1879-2685,2024,3.1,"COMPUTER SCIENCE, SOFTWARE ENGINEERING","COMPUTER SCIENCE, SOFTWARE ENGINEERING_JCR_JournalResults_02_2026.csv",100%,13.71%,0.86,3.1,3.5,Q2,Q2,33/129,0.945,75,10.3,8.2,SCIE,0.004,0.6,71.71,Q2,37/129,COMPUT AIDED DESIGN,67.8,Q2,42/129,2.7,0.837,ELSEVIER SCI LTD,75,"6,381"
CURRENT APPLIED PHYSICS,CURRENT APPLIED PHYSICS,1567-1739,1878-1675,2024,3.1,"MATERIALS SCIENCE, MULTIDISCIPLINARY | PHYSICS, APPLIED","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv",97.38%,5.85%,0.51,3.1,2.7,Q3,Q3,106/187 | 278/455,0.441,191,8.3,7.2,SCIE,0.004,0.8,44.60 | 47.33,Q3,257/463 | 99/187,CURR APPL PHYS,46.7 | 60.2,Q2 | Q3,246/461 | 75/187,3.1,0.831,ELSEVIER,186,"8,011"
